pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,education_diff,education_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,age_match,industry_match,overall_similarity,industry_diff,industry_equal,education_match,attack_score
171,0,,,10010.00044955044,10013.0,0.9999999998123366,3.0,0.0,0.0,1,0.0,1,0,0.0,0.4,10010.0,0.0,0.0,0.06742742800266323
172,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.04709166602058234
173,0,,,2.0,2.0,0.9986187838711752,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.04703888985889898
174,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.06299799278004165
175,0,,,391.0319680026174,396.0,0.9999999983210318,5.0,0.0,0.0,1,0.0,1,0,0.0,0.4,391.0,0.0,0.0,0.15138328666731923
176,0,,,2.0,2.0,0.999611961278529,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.05850537539450412
177,0,,,2.0,2.0,0.9964589123924024,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.06723039797083956
178,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.18865700067911792
179,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.04709166602058234
180,0,,,1.0,1.0,0.9428090415820636,1.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.3319435673049081
181,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.04703888985889898
182,0,,,12890.00003878976,12891.0,0.9999999551557136,0.0,1.0,0.0,1,1.0,0,0,0.0,0.4,12890.0,0.0,0.0,0.35267954920579064
183,0,,,19220.000234131112,19223.0,0.999999995739572,3.0,0.0,0.0,1,0.0,1,0,0.0,0.4,19220.0,0.0,0.0,0.06342087468077579
184,0,,,18498.00024326954,18501.0,0.9999999993411026,3.0,0.0,0.0,1,0.0,1,0,0.0,0.4,18498.0,0.0,0.0,0.06403016292850656
185,0,,,9807.001835423504,9813.0,0.9999999978676116,6.0,0.0,0.0,1,0.0,1,0,0.0,0.4,9807.0,0.0,0.0,0.12489939693341857
186,0,,,35008.0,35008.0,0.9999999937970012,0.0,1.0,0.0,1,0.0,1,0,0.0,0.6,35008.0,0.0,0.0,0.250803691648686
187,0,,,1.0,1.0,0.9979402655783318,1.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.1428090924076587
188,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.04703888985889898
189,0,,,19220.000234131112,19223.0,0.999999995739572,3.0,0.0,0.0,1,0.0,1,0,0.0,0.4,19220.0,0.0,0.0,0.06342087468077579
190,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.04703888985889898
191,0,,,6589.001897100956,6594.0,0.9999999888771502,5.0,0.0,0.0,1,0.0,1,0,0.0,0.4,6589.0,0.0,0.0,0.10894281331647176
192,0,,,3389.000590144534,3391.0,0.999999904023054,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,3389.0,0.0,0.0,0.0771987803058221
193,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.04703888985889898
194,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.06299799278004165
195,0,,,17888.000251565292,17891.0,0.9999999994132218,3.0,0.0,0.0,1,0.0,1,0,0.0,0.4,17888.0,0.0,0.0,0.06361874260379892
196,0,,,2.0,2.0,0.9984978774050592,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.04703888985889898
197,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.06299799278004165
198,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.04703888985889898
199,0,,,2.0,2.0,0.9978443605023736,2.0,0.0,0.0,1,0.0,1,0,0.0,0.4,0.0,0.0,0.0,0.04784833872468102
