district,sector,month,strata,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,main_occupation,industry,employment_status,uresidencf,live,finalweight,B_year
11,1,1,111,PSU_RECODED_103,2,1,1,1,1,1,1,1,58,3,60,1,4,3,2,9,12,4,2, , , , , ,298.0423127,1958
11,1,1,111,PSU_RECODED_103,2,1,1,1,2,1,2,2,60,9,58,1,4,3,2,9,10,7,2, , , , , ,298.0423127,1960
11,1,1,111,PSU_RECODED_103,2,1,1,1,3,1,3,2,91,1,28,1,4,3,2,9,13,1,1,2330,85211,1, , ,298.0423127,1991
11,1,1,111,PSU_RECODED_103,2,1,1,1,4,1,3,2,92,8,26,1,4,3,1,3,13,8,2, , , , , ,298.0423127,1992
11,1,1,111,PSU_RECODED_103,2,1,1,1,5,1,5,2,16,1,3,1,4,3,1,1, , , , , , , , ,298.0423127,2016
11,1,1,111,PSU_RECODED_103,6,1,1,1,1,1,1,2,42,6,76,1,1,1,2,9,11,9,2, , , , , ,298.0423127,1942
11,1,1,111,PSU_RECODED_103,6,1,1,1,2,1,2,1,40,3,78,1,1,1,2,9,5,9,2, , , , , ,298.0423127,1940
11,1,1,111,PSU_RECODED_103,6,1,1,1,3,1,3,2,70,4,48,1,1,1,1,9,10,1,1,8152,13945,3, , ,298.0423127,1970
11,1,1,111,PSU_RECODED_180,3,1,1,1,1,1,1,2,62,3,56,1,1,1,2,9,10,7,2, , , , , ,436.4627395,1962
11,1,1,111,PSU_RECODED_180,3,1,1,1,2,1,3,2,82,3,36,1,1,1,1,9,13,1,1,5412,84230,1, , ,436.4627395,1982
11,1,1,111,PSU_RECODED_180,3,1,1,1,3,1,3,1,92,4,26,1,1,1,1,9,13,1,1,3122,13992,3, , ,436.4627395,1992
11,1,1,111,PSU_RECODED_180,3,1,1,1,4,1,3,1,96,11,22,1,1,1,1,9,11,1,1,7322,18115,3, , ,436.4627395,1996
11,1,1,111,PSU_RECODED_180,3,1,1,1,5,2,2,1,60,3,58,1,1,1,2,9,8, , , , , ,1,1,436.4627395,1960
11,1,1,111,PSU_RECODED_180,9,1,1,1,1,1,1,1,46,2,72,1,1,1,2,9,7,9,2, , , , , ,436.4627395,1946
11,1,1,111,PSU_RECODED_180,9,1,1,1,2,1,2,2,57,11,61,1,1,1,2,9,4,7,2, , , , , ,436.4627395,1957
11,1,1,111,PSU_RECODED_180,9,1,1,1,3,1,3,1,88,3,30,1,1,1,1,9,10,1,1,7212,25113,5, , ,436.4627395,1988
11,1,1,111,PSU_RECODED_180,9,1,1,1,4,1,3,1,89,7,29,1,1,1,1,9,13,1,1,8189,18111,3, , ,436.4627395,1989
11,2,1,112,PSU_RECODED_OTHER,6,1,1,1,1,1,1,2,50,4,68,1,1,1,4,9,11,1,1,9322,14302,3, , ,285.6012832,1950
11,1,1,111,PSU_RECODED_15,3,1,1,1,1,1,1,1,70,1,49,1,1,1,2,9,13,1,1,7421,95111,5, , ,271.9852019,1970
11,1,1,111,PSU_RECODED_15,3,1,1,1,2,1,2,2,70,8,48,1,1,1,2,9,11,1,1,9112,95111,6, , ,271.9852019,1970
11,1,1,111,PSU_RECODED_15,3,1,1,1,3,1,3,1,97,11,21,1,1,1,1,4,13,1,1,3511,84120,1, , ,271.9852019,1997
11,1,1,111,PSU_RECODED_15,3,1,1,1,4,1,3,2,3,1,16,1,1,1,1,6,10,8,2, , , , , ,271.9852019,2003
11,1,1,111,PSU_RECODED_15,3,1,1,1,5,1,3,2,7,3,11,1,1,1,1,2,6, , , , , , , ,271.9852019,2007
11,1,1,111,PSU_RECODED_15,3,1,1,1,6,1,4,2,43,9,75,1,1,1,4,9,13,9,2, , , , , ,271.9852019,1943
11,1,1,111,PSU_RECODED_15,7,1,1,1,1,1,1,2,64,11,54,1,1,1,2,9,11,1,1,7531,14101,3, , ,271.9852019,1964
11,1,1,111,PSU_RECODED_15,7,1,1,1,2,2,2,1,61,10,57,1,1,1,2,9,10, , , , , ,1,1,271.9852019,1961
11,1,1,111,PSU_RECODED_15,7,1,1,1,3,1,3,1,93,10,25,1,1,1,1,5,13,1,1,5414,11011,3, , ,271.9852019,1993
11,1,1,111,PSU_RECODED_15,7,1,1,1,4,1,3,2,94,10,24,1,1,1,1,9,12,3,2, , , , , ,271.9852019,1994
11,1,1,111,PSU_RECODED_107,1,1,1,1,1,1,1,1,79,4,39,1,1,1,2,9,16,1,1,1346,64191,3, , ,495.0953281,1979
11,1,1,111,PSU_RECODED_107,1,1,1,1,2,1,2,2,80,4,38,1,1,4,2,9,17,7,2, , , , , ,495.0953281,1980
11,1,1,111,PSU_RECODED_107,1,1,1,1,3,1,3,1,6,7,12,1,1,1,1,2,7, , , , , , , ,495.0953281,2006
11,1,1,111,PSU_RECODED_107,1,1,1,1,4,1,3,1,9,4,9,1,1,1,1,2,4, , , , , , , ,495.0953281,2009
11,1,1,111,PSU_RECODED_107,7,1,1,1,1,1,1,1,91,4,27,1,1,4,2,9,15,1,1,2330,85492,5, , ,495.0953281,1991
11,1,1,111,PSU_RECODED_107,7,1,1,1,2,1,2,2,92,1,27,1,1,1,2,9,15,7,2, , , , , ,495.0953281,1992
11,2,1,112,PSU_RECODED_72,1,1,1,1,1,1,1,2,60,6,58,1,1,1,4,9,8,1,1,5212,47817,5, , ,305.2323975,1960
11,2,1,112,PSU_RECODED_72,1,1,1,1,2,1,3,1,89,9,29,1,1,1,2,9,9,1,1,7125,43302,3, , ,305.2323975,1989
11,2,1,112,PSU_RECODED_72,1,1,1,1,3,1,5,2,97,1,22,1,1,1,2,9,10,7,2, , , , , ,305.2323975,1997
11,2,1,112,PSU_RECODED_72,6,1,1,1,1,1,1,1,51,11,67,1,1,1,2,9,13,4,2, , , , , ,305.2323975,1951
11,2,1,112,PSU_RECODED_72,6,1,1,1,2,1,2,2,57,10,61,1,1,1,2,9,11,7,2, , , , , ,305.2323975,1957
11,1,1,111,PSU_RECODED_189,1,1,1,1,1,1,1,1,60,2,58,1,1,1,2,9,7,1,1,8322,49222,5, , ,248.4349316,1960
11,1,1,111,PSU_RECODED_189,1,1,1,1,2,1,2,2,63,3,55,1,1,1,2,9,7,7,2, , , , , ,248.4349316,1963
11,1,1,111,PSU_RECODED_189,6,1,1,1,1,1,1,1,61,2,57,1,4,3,2,9,7,1,1,9211,46305,3, , ,248.4349316,1961
11,1,1,111,PSU_RECODED_189,6,1,1,1,2,1,2,2,67,10,51,1,4,3,2,9,7,1,1,7514,47819,5, , ,248.4349316,1967
11,1,1,111,PSU_RECODED_189,6,1,1,1,3,1,3,2,97,10,21,1,4,3,1,9,11,7,2, , , , , ,248.4349316,1997
11,1,1,111,PSU_RECODED_189,10,1,1,1,1,1,1,2,64,7,54,1,1,1,2,9,9,7,2, , , , , ,248.4349316,1964
11,1,1,111,PSU_RECODED_189,10,1,1,1,2,2,2,1,59,3,59,4,1,1,2,9,4, , , , , ,1,1,248.4349316,1959
11,1,1,111,PSU_RECODED_189,10,1,1,1,3,1,3,1,5,12,13,1,1,1,1,2,8, , , , , , , ,248.4349316,2005
11,1,1,111,PSU_RECODED_21,5,1,1,1,1,1,1,1,57,5,61,1,1,1,2,9,15,2,1,2330,85492,3, , ,236.536206,1957
11,1,1,111,PSU_RECODED_21,5,1,1,1,2,1,2,2,65,7,53,1,1,1,2,9,16,2,1,2310,84120,1, , ,236.536206,1965
11,1,1,111,PSU_RECODED_21,5,1,1,1,3,1,3,1,95,2,23,1,1,1,1,3,13,8,2, , , , , ,236.536206,1995
11,1,1,111,PSU_RECODED_21,5,1,1,1,4,1,3,2,0,1,19,1,1,1,1,4,13,8,2, , , , , ,236.536206,2000
11,1,1,111,PSU_RECODED_21,9,1,1,1,1,1,1,1,52,10,66,1,1,1,4,9,10,1,1,8332,49232,3, , ,236.536206,1952
11,1,1,111,PSU_RECODED_21,9,1,1,1,2,1,3,1,76,10,42,1,1,1,2,9,11,1,1,8323,49222,5, , ,236.536206,1976
11,1,1,111,PSU_RECODED_21,9,1,1,1,3,1,5,2,83,4,35,1,1,1,2,9,11,1,1,1411,56102,5, , ,236.536206,1983
11,1,1,111,PSU_RECODED_21,9,1,1,1,4,1,5,2,4,10,14,1,1,1,1,2,9, , , , , , , ,236.536206,2004
11,1,1,111,PSU_RECODED_21,9,1,1,1,5,1,5,2,7,5,11,1,1,1,1,2,6, , , , , , , ,236.536206,2007
11,1,1,111,PSU_RECODED_21,9,1,1,1,6,1,5,1,15,11,3,1,1,1,1,1, , , , , , , , ,236.536206,2015
11,1,1,111,PSU_RECODED_103,3,1,1,1,1,1,1,1,88,5,30,1,1,1,2,9,10,1,1,8332,49232,5, , ,384.6734425,1988
11,1,1,111,PSU_RECODED_103,3,1,1,1,2,1,2,2,88,4,30,1,1,1,2,9,13,7,1,6121,10505,5, , ,384.6734425,1988
11,1,1,111,PSU_RECODED_103,3,1,1,1,3,1,3,1,13,9,5,1,1,1,1,2,0, , , , , , , ,384.6734425,2013
11,1,1,111,PSU_RECODED_103,7,1,1,1,1,1,1,2,35,2,83,1,1,1,4,9,19,9,2, , , , , ,384.6734425,1935
11,1,1,111,PSU_RECODED_103,7,1,1,1,2,1,3,1,76,6,42,1,1,1,1,9,7,1,1,5249,47113,3, , ,384.6734425,1976
11,1,1,111,PSU_RECODED_122,5,1,1,1,1,1,1,1,78,10,40,1,4,3,2,9,13,1,1,2411,46412,2, , ,520.4915453,1978
11,1,1,111,PSU_RECODED_122,5,1,1,1,2,1,2,2,79,12,39,1,4,3,2,9,13,7,2, , , , , ,520.4915453,1979
11,1,1,111,PSU_RECODED_122,5,1,1,1,3,1,3,2,0,1,19,1,4,3,1,2,12,8,2, , , , , ,520.4915453,2000
11,1,1,111,PSU_RECODED_122,5,1,1,1,4,1,3,1,2,7,16,1,4,3,1,2,10,8,2, , , , , ,520.4915453,2002
11,1,1,111,PSU_RECODED_122,5,1,1,1,5,1,3,1,4,4,14,1,4,3,1,2,8, , , , , , , ,520.4915453,2004
11,1,1,111,PSU_RECODED_122,10,1,1,1,1,1,1,1,52,9,66,1,1,1,2,9,10,1,1,8322,49222,5, , ,520.4915453,1952
11,1,1,111,PSU_RECODED_122,10,1,1,1,2,1,2,2,58,10,60,1,1,1,2,9,10,7,2, , , , , ,520.4915453,1958
11,1,1,111,PSU_RECODED_122,10,1,1,1,3,1,3,2,77,11,41,1,1,1,2,9,13,1,1,4311,41002,2, , ,520.4915453,1977
11,1,1,111,PSU_RECODED_122,10,1,1,1,4,1,3,1,84,7,34,1,1,1,2,9,10,1,1,1213,55103,3, , ,520.4915453,1984
11,1,1,111,PSU_RECODED_122,10,1,1,1,5,1,5,1,76,4,42,1,1,4,2,9,13,1,1,3511,41002,2, , ,520.4915453,1976
11,1,1,111,PSU_RECODED_122,10,1,1,1,6,1,5,2,91,7,27,1,1,1,2,9,13,7,2, , , , , ,520.4915453,1991
11,1,1,111,PSU_RECODED_122,10,1,1,1,7,1,5,1,8,4,10,1,1,4,1,2,4, , , , , , , ,520.4915453,2008
11,1,1,111,PSU_RECODED_122,10,1,1,1,8,1,5,2,15,11,3,1,1,1,1,1, , , , , , , , ,520.4915453,2015
11,1,2,111,PSU_RECODED_75,5,1,1,1,1,1,1,1,82,11,36,1,4,3,2,9,12,1,1,1411,55106,3, , ,329.3981013,1982
11,1,2,111,PSU_RECODED_75,5,1,1,1,2,1,2,2,83,11,35,1,4,3,2,9,11,7,2, , , , , ,329.3981013,1983
11,1,2,111,PSU_RECODED_75,5,1,1,1,3,1,3,1,8,9,10,1,4,3,1,2,5, , , , , , , ,329.3981013,2008
11,1,2,111,PSU_RECODED_75,5,1,1,1,4,1,3,2,11,6,7,1,4,3,1,2,1, , , , , , , ,329.3981013,2011
11,1,2,111,PSU_RECODED_75,5,1,1,1,5,1,5,1,98,8,20,1,4,3,1,9,12,1,1,7532,14101,3, , ,329.3981013,1998
11,1,1,111,PSU_RECODED_88,2,1,1,1,1,1,1,1,74,7,44,1,1,4,2,9,8,1,1,9322,47591,3, , ,416.3426786,1974
11,1,1,111,PSU_RECODED_88,2,1,1,1,2,1,2,2,68,10,50,1,1,4,2,9,10,1,1,3313,64191,5, , ,416.3426786,1968
11,1,1,111,PSU_RECODED_88,2,1,1,1,3,1,3,2,99,3,19,1,1,4,1,9,13,1,1,3313,64191,2, , ,416.3426786,1999
11,1,1,111,PSU_RECODED_88,8,1,1,1,1,1,1,1,61,7,57,1,1,5,2,9,13,1,1,4110,84130,1, , ,416.3426786,1961
11,1,1,111,PSU_RECODED_88,8,1,1,1,2,1,2,2,66,7,52,1,1,5,2,9,13,7,1,7512,10712,5, , ,416.3426786,1966
11,1,1,111,PSU_RECODED_88,8,1,1,1,3,1,3,2,89,11,29,1,1,5,1,9,15,1,1,3313,69201,3, , ,416.3426786,1989
11,1,1,111,PSU_RECODED_88,8,1,1,1,4,1,3,2,93,5,25,1,1,5,1,9,13,1,1,2166,62020,5, , ,416.3426786,1993
11,1,1,111,PSU_RECODED_88,8,1,1,1,5,1,3,2,95,6,23,1,1,5,1,9,13,1,1,3322,49233,3, , ,416.3426786,1995
11,1,2,111,PSU_RECODED_OTHER,5,1,1,1,1,1,1,1,28,7,90,1,1,1,2,9,16,4,2, , , , , ,377.492039,1928
11,1,2,111,PSU_RECODED_OTHER,5,1,1,1,2,1,2,2,43,2,76,1,1,1,2,9,10,7,2, , , , , ,377.492039,1943
11,1,2,111,PSU_RECODED_100,1,1,1,1,1,1,1,2,81,8,37,1,2,2,2,9,5,7,2, , , , , ,302.930336,1981
11,1,2,111,PSU_RECODED_100,1,1,1,1,2,2,2,1,70,2,49,1,2,2,2,9,10, , , , , ,2,1,302.930336,1970
11,1,2,111,PSU_RECODED_100,1,1,1,1,3,1,3,2,4,8,14,1,2,2,1,2,9, , , , , , , ,302.930336,2004
11,1,2,111,PSU_RECODED_100,1,1,1,1,4,1,3,1,6,10,12,1,2,2,1,2,7, , , , , , , ,302.930336,2006
11,1,2,111,PSU_RECODED_100,1,1,1,1,5,1,3,1,12,10,6,1,2,2,1,2,1, , , , , , , ,302.930336,2012
11,1,2,111,PSU_RECODED_100,6,1,1,1,1,1,1,1,54,4,64,1,4,3,2,9,8,1,1,4321,47598,3, , ,302.930336,1954
11,1,2,111,PSU_RECODED_100,6,1,1,1,2,1,2,2,67,4,51,1,4,3,2,9,7,7,2, , , , , ,302.930336,1967
11,1,2,111,PSU_RECODED_100,6,1,1,1,3,1,3,1,91,3,27,1,4,3,1,9,10,3,2, , , , , ,302.930336,1991
11,1,2,111,PSU_RECODED_100,6,1,1,1,4,2,3,1,94,4,24,1,4,3,1,9,11, , , , , ,2,1,302.930336,1994
11,1,2,111,PSU_RECODED_100,6,1,1,1,5,1,3,2,97,12,21,1,4,3,2,9,11,7,2, , , , , ,302.930336,1997
11,1,2,111,PSU_RECODED_100,6,1,1,1,6,1,5,1,90,1,29,1,4,3,2,9,7,1,1,1221,47821,5, , ,302.930336,1990
11,2,2,112,PSU_RECODED_104,1,1,1,1,1,1,1,1,76,2,43,1,1,1,2,9,10,1,1,9213,1291,5, , ,282.8495883,1976
11,2,2,112,PSU_RECODED_104,1,1,1,1,2,1,2,2,76,3,42,1,1,1,2,9,10,1,1,1420,56302,5, , ,282.8495883,1976
11,2,2,112,PSU_RECODED_104,1,1,1,1,3,1,3,2,5,3,13,1,1,1,1,2,8, , , , , , , ,282.8495883,2005
11,2,2,112,PSU_RECODED_104,1,1,1,1,4,1,3,2,8,3,10,1,1,1,1,2,5, , , , , , , ,282.8495883,2008
11,2,2,112,PSU_RECODED_104,1,1,1,1,5,1,3,2,12,9,6,1,1,1,1,2,1, , , , , , , ,282.8495883,2012
11,2,2,112,PSU_RECODED_104,1,1,1,1,6,1,4,2,42,5,76,1,1,1,5,9,7,1,1,9112,56302,6, , ,282.8495883,1942
11,2,2,112,PSU_RECODED_104,5,1,1,1,1,1,1,2,39,11,79,1,1,1,4,9,2,9,2, , , , , ,282.8495883,1939
11,2,2,112,PSU_RECODED_104,5,1,1,1,2,1,3,1,64,2,55,1,1,1,2,9,10,1,1,8331,49211,2, , ,282.8495883,1964
11,2,2,112,PSU_RECODED_104,5,1,1,1,3,1,5,2,71,11,47,1,1,1,2,9,10,7,2, , , , , ,282.8495883,1971
11,2,2,112,PSU_RECODED_104,5,1,1,1,4,1,5,2,93,7,25,1,1,1,1,9,13,3,2, , , , , ,282.8495883,1993
11,1,2,111,PSU_RECODED_152,1,1,1,1,1,1,1,1,72,8,46,1,1,1,2,9,11,1,1,5412,84230,1, , ,359.9276815,1972
11,1,2,111,PSU_RECODED_152,1,1,1,1,2,1,2,2,76,4,42,1,1,1,2,9,13,4,2, , , , , ,359.9276815,1976
11,1,2,111,PSU_RECODED_152,1,1,1,1,3,1,4,2,37,12,81,1,1,1,4,9,2,9,2, , , , , ,359.9276815,1937
11,1,2,111,PSU_RECODED_152,1,1,1,1,4,1,5,2,57,9,61,1,1,1,1,9,11,7,2, , , , , ,359.9276815,1957
11,1,2,111,PSU_RECODED_152,5,1,1,1,1,1,1,1,65,5,53,1,1,1,2,9,11,1,1,5221,47113,5, , ,359.9276815,1965
11,1,2,111,PSU_RECODED_152,5,1,1,1,2,1,2,2,71,12,47,1,1,1,2,9,13,1,1,4110,84110,1, , ,359.9276815,1971
11,1,2,111,PSU_RECODED_152,5,1,1,1,3,1,3,2,99,4,19,1,1,1,1,2,12,8,2, , , , , ,359.9276815,1999
11,1,2,111,PSU_RECODED_152,5,1,1,1,4,1,3,1,3,9,15,1,1,1,1,2,10,8,2, , , , , ,359.9276815,2003
11,1,2,111,PSU_RECODED_152,10,1,1,1,1,1,1,1,71,9,47,1,1,1,2,9,10,2,1,3115,64910,3, , ,359.9276815,1971
11,1,2,111,PSU_RECODED_152,10,1,1,1,2,1,2,2,75,9,43,1,1,1,2,9,10,7,2, , , , , ,359.9276815,1975
11,1,2,111,PSU_RECODED_152,10,1,1,1,3,1,3,2,99,10,19,1,1,1,1,4,12,8,2, , , , , ,359.9276815,1999
11,1,2,111,PSU_RECODED_152,10,1,1,1,4,1,3,2,6,6,12,1,1,1,1,2,7, , , , , , , ,359.9276815,2006
11,2,2,112,PSU_RECODED_131,2,1,1,1,1,1,1,1,66,10,52,1,1,1,2,9,11,1,1,1321,10711,4, , ,253.0556124,1966
11,2,2,112,PSU_RECODED_131,2,1,1,1,2,1,2,2,71,4,47,1,1,1,2,9,11,1,1,5211,47215,6, , ,253.0556124,1971
11,2,2,112,PSU_RECODED_131,2,1,1,1,3,1,3,1,90,6,28,1,1,1,2,9,13,1,1,1321,10711,6, , ,253.0556124,1990
11,2,2,112,PSU_RECODED_131,2,1,1,1,4,1,5,2,94,12,24,1,1,1,2,9,13,1,1,5211,47215,6, , ,253.0556124,1994
11,2,2,112,PSU_RECODED_131,2,1,1,1,5,1,5,1,92,2,27,1,1,1,2,9,13,1,1,1321,10711,6, , ,253.0556124,1992
11,2,2,112,PSU_RECODED_131,2,1,1,1,6,1,5,2,94,4,24,1,1,1,2,9,13,1,1,5211,47215,6, , ,253.0556124,1994
11,2,2,112,PSU_RECODED_131,6,1,1,1,1,1,1,2,65,1,54,1,1,1,4,9,11,7,2, , , , , ,253.0556124,1965
11,2,2,112,PSU_RECODED_131,6,1,1,1,2,1,3,2,90,4,28,1,1,1,1,9,11,1,1,7531,14101,3, , ,253.0556124,1990
11,2,2,112,PSU_RECODED_131,6,1,1,1,3,1,3,1,93,4,25,1,1,1,1,9,11,1,1,1439,45201,4, , ,253.0556124,1993
11,2,2,112,PSU_RECODED_131,6,1,1,1,4,1,3,1,95,8,23,1,1,1,1,9,11,1,1,7231,45201,6, , ,253.0556124,1995
11,1,2,111,PSU_RECODED_OTHER,4,1,1,1,1,1,1,1,89,2,30,1,1,1,2,9,13,1,1,2411,46492,3, , ,363.8841058,1989
11,1,2,111,PSU_RECODED_OTHER,4,1,1,1,2,1,2,2,89,12,29,1,1,1,2,9,13,1,1,2411,46492,3, , ,363.8841058,1989
11,1,2,111,PSU_RECODED_OTHER,4,1,1,1,3,1,3,2,16,5,2,1,1,1,1, , , , , , , , , ,363.8841058,2016
11,1,2,111,PSU_RECODED_53,2,1,1,1,1,1,1,1,64,10,54,1,1,1,2,9,13,1,1,7126,85301,2, , ,264.779335,1964
11,1,2,111,PSU_RECODED_53,2,1,1,1,2,1,2,2,72,2,47,1,1,1,2,9,15,1,1,1213,64194,2, , ,264.779335,1972
11,1,2,111,PSU_RECODED_53,2,1,1,1,3,1,3,1,95,11,23,1,1,1,1,9,15,8,2, , , , , ,264.779335,1995
11,1,2,111,PSU_RECODED_53,2,1,1,1,4,1,3,2,1,8,17,1,1,1,1,2,12,8,2, , , , , ,264.779335,2001
11,1,2,111,PSU_RECODED_53,6,1,1,1,1,1,1,1,35,9,83,1,6,3,4,9,11,9,2, , , , , ,264.779335,1935
11,1,2,111,PSU_RECODED_53,6,1,1,1,2,1,3,1,86,11,32,1,6,3,2,9,11,1,1,3115,55101,3, , ,264.779335,1986
11,1,2,111,PSU_RECODED_53,6,1,1,1,3,2,5,2,92,11,26,1,6,3,2,9,11, , , , , ,1,3,264.779335,1992
11,1,2,111,PSU_RECODED_53,10,1,1,1,1,1,1,2,67,2,52,1,1,1,2,9,11,1,1,5221,47113,5, , ,264.779335,1967
11,1,2,111,PSU_RECODED_53,10,1,1,1,2,2,2,1,65,11,53,1,1,1,2,9,11, , , , , ,2,1,264.779335,1965
11,1,2,111,PSU_RECODED_53,10,1,1,1,3,1,3,1,98,6,20,1,1,1,1,9,11,1,1,6111,46307,2, , ,264.779335,1998
11,1,2,111,PSU_RECODED_53,10,1,1,1,4,1,3,2,1,1,18,1,1,1,1,2,12,8,2, , , , , ,264.779335,2001
11,1,2,111,PSU_RECODED_53,10,1,1,1,5,1,3,2,1,1,18,1,1,1,1,2,12,8,2, , , , , ,264.779335,2001
11,1,2,111,PSU_RECODED_53,10,1,1,1,6,1,5,2,36,9,82,1,1,1,1,9,10,1,1,9112,47113,6, , ,264.779335,1936
11,1,2,111,PSU_RECODED_2,5,1,1,1,1,1,1,2,56,5,62,1,2,2,4,9,6,2,2, , , , , ,345.785179,1956
11,1,3,111,PSU_RECODED_88,2,1,1,1,1,1,1,2,85,6,33,1,4,3,2,9,13,7,2, , , , , ,470.1153322,1985
11,1,3,111,PSU_RECODED_88,2,1,1,1,2,2,2,1,84,9,34,1,4,3,2,9,15, , , , , ,2,1,470.1153322,1984
11,1,3,111,PSU_RECODED_88,2,1,1,1,3,1,3,1,11,8,7,1,4,3,1,2,2, , , , , , , ,470.1153322,2011
11,1,3,111,PSU_RECODED_88,2,1,1,1,4,1,3,1,11,8,7,1,4,3,1,2,2, , , , , , , ,470.1153322,2011
11,1,3,111,PSU_RECODED_88,2,1,1,1,5,1,5,2,57,6,61,1,4,3,4,9,11,9,2, , , , , ,470.1153322,1957
11,1,3,111,PSU_RECODED_88,9,1,1,1,1,1,1,1,64,1,55,1,2,2,2,9,4,1,1,7131,43304,3, , ,470.1153322,1964
11,1,3,111,PSU_RECODED_88,9,1,1,1,2,1,2,2,75,3,44,1,2,2,2,9,10,7,2, , , , , ,470.1153322,1975
11,1,3,111,PSU_RECODED_88,9,1,1,1,3,1,3,2,92,9,26,1,2,2,1,9,11,1,1,7531,14101,3, , ,470.1153322,1992
11,1,3,111,PSU_RECODED_88,9,1,1,1,4,1,3,1,1,5,17,1,2,2,1,9,10,3,2, , , , , ,470.1153322,2001
11,1,3,111,PSU_RECODED_88,9,1,1,1,5,1,5,1,48,6,70,1,2,2,2,9,5,9,2, , , , , ,470.1153322,1948
11,1,3,111,PSU_RECODED_88,9,1,1,1,6,1,5,2,47,5,71,1,2,2,2,9,5,9,2, , , , , ,470.1153322,1947
11,1,2,111,PSU_RECODED_158,3,1,1,1,1,1,1,2,44,2,75,1,1,1,4,9,4,4,2, , , , , ,356.6815804,1944
11,1,2,111,PSU_RECODED_158,3,1,1,1,2,1,3,2,85,2,34,1,1,1,1,9,12,1,1,4110,69101,3, , ,356.6815804,1985
11,1,2,111,PSU_RECODED_158,9,1,1,1,1,1,1,1,51,7,67,1,1,1,2,9,12,1,1,7412,43211,5, , ,356.6815804,1951
11,1,2,111,PSU_RECODED_158,9,1,1,1,2,1,2,2,57,6,61,1,1,1,2,9,11,1,1,3422,96094,5, , ,356.6815804,1957
11,1,2,111,PSU_RECODED_158,9,1,1,1,3,1,3,1,96,7,22,1,1,1,1,9,13,1,1,3313,64910,3, , ,356.6815804,1996
11,1,2,111,PSU_RECODED_158,9,1,1,1,4,1,5,2,50,3,68,1,1,1,1,9,11,7,2, , , , , ,356.6815804,1950
11,1,2,111,PSU_RECODED_158,9,1,1,1,5,1,4,2,26,7,92,3,1,1,4,9,5,9,2, , , , , ,356.6815804,1926
11,1,3,111,PSU_RECODED_38,6,1,1,1,1,1,1,1,80,5,38,1,1,1,2,9,13,1,1,3313,65120,3, , ,409.9176372,1980
11,1,3,111,PSU_RECODED_38,6,1,1,1,2,1,2,2,84,8,34,1,1,1,2,9,13,7,2, , , , , ,409.9176372,1984
11,1,3,111,PSU_RECODED_38,6,1,1,1,3,1,3,2,9,7,9,1,1,1,1,2,4, , , , , , , ,409.9176372,2009
11,1,3,111,PSU_RECODED_38,10,1,1,1,1,1,1,2,48,1,71,1,1,1,2,9,10,7,2, , , , , ,409.9176372,1948
11,1,3,111,PSU_RECODED_38,10,1,1,1,2,1,2,1,50,2,69,1,1,1,2,9,15,4,2, , , , , ,409.9176372,1950
11,1,3,111,PSU_RECODED_38,10,1,1,1,3,1,3,1,74,12,44,1,1,1,2,9,11,1,1,8323,49222,5, , ,409.9176372,1974
11,1,3,111,PSU_RECODED_38,10,1,1,1,4,1,5,2,85,10,33,1,1,1,2,9,11,7,2, , , , , ,409.9176372,1985
11,1,3,111,PSU_RECODED_38,10,1,1,1,5,1,5,1,4,5,14,1,1,1,1,2,9, , , , , , , ,409.9176372,2004
11,1,3,111,PSU_RECODED_38,10,1,1,1,6,1,5,2,7,7,11,1,1,1,1,2,6, , , , , , , ,409.9176372,2007
11,1,3,111,PSU_RECODED_38,10,1,1,1,7,1,5,2,17,1,2,1,1,1,1, , , , , , , , , ,409.9176372,2017
11,1,3,111,PSU_RECODED_130,7,1,1,1,1,1,1,1,75,8,43,1,1,1,2,9,11,1,1,8323,49222,5, , ,470.7188179,1975
11,1,3,111,PSU_RECODED_130,7,1,1,1,2,1,2,2,81,1,38,1,1,1,2,9,13,7,2, , , , , ,470.7188179,1981
11,1,3,111,PSU_RECODED_130,7,1,1,1,3,1,3,2,4,8,14,1,1,1,1,2,9, , , , , , , ,470.7188179,2004
11,1,3,111,PSU_RECODED_130,7,1,1,1,4,1,3,1,8,4,10,1,1,1,1,2,5, , , , , , , ,470.7188179,2008
11,1,3,111,PSU_RECODED_130,7,1,1,1,5,1,3,1,13,5,5,1,1,1,1,2,0, , , , , , , ,470.7188179,2013
11,1,3,111,PSU_RECODED_130,7,1,1,1,6,1,4,2,53,2,66,1,1,1,4,9,4,9,2, , , , , ,470.7188179,1953
11,2,3,112,PSU_RECODED_192,2,1,1,1,1,1,1,1,66,4,52,1,1,1,2,9,10,4,2, , , , , ,277.1805896,1966
11,2,3,112,PSU_RECODED_192,2,1,1,1,2,1,2,2,66,5,52,1,1,1,2,9,10,7,2, , , , , ,277.1805896,1966
11,2,3,112,PSU_RECODED_192,2,1,1,1,3,1,3,1,98,2,21,1,1,1,1,9,13,3,2, , , , , ,277.1805896,1998
11,2,3,112,PSU_RECODED_192,2,1,1,1,4,1,5,2,25,8,93,1,1,1,4,9,10,9,2, , , , , ,277.1805896,1925
